anio;EMPRESA;TOTAL
07/2019;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2601616
07/2019;"MICRO OMNIBUS GRAL PACHECO SRL";1094074
07/2019;"MICRO OMNIBUS MITRE S.A.";1791043
07/2019;"MICRO OMNIBUS NORTE S.A.";2636325
07/2019;"MICRO OMNIBUS O´HIGGINS S.A.T.";552688
07/2019;"MICRO OMNIBUS PRIMERA JUNTA S.A";2954643
07/2019;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4648655
07/2019;"MICRO OMNIBUS SUR S.A.C.";1493903
07/2019;"MICRO OMNIBUS TIGRE S.A.";2747124
07/2019;"MICROEXPRES S.A.";166727
07/2019;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";713706
07/2019;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2007013
07/2019;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1002329
07/2019;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1220102
07/2019;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";11449
07/2019;"NACION SERVICIOS S.A.";343027
07/2019;"NUDO S.A.";2578508
07/2019;"NUEVO IDEAL S.A.";3169409
07/2019;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1655119
07/2019;"PILAR BUS S.A";781574
07/2019;"ROCARAZA S.A.";1905417
07/2019;"RUTA BUS S.A.";1119192
07/2019;"SAN VICENTE S.A. DE TRANSPORTES";3951323
07/2019;"SARGENTO CABRAL S.A.DE TRANSPORTE";2430137
07/2019;"SERGIO A. RIVAS S.R.L";99474
07/2019;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1506146
07/2019;"SOFSE - Belgrano Sur";1520867
07/2019;"SOFSE - Mitre";5268074
07/2019;"SOFSE - Roca";14877084
07/2019;"SOFSE - San Martin";2734905
07/2019;"SOFSE- SARMIENTO";8038925
07/2019;"SOFSE- TREN DE LA COSTA";54342
07/2019;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";839135
07/2019;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";534757
07/2019;"TRANSP. SGTO. CABRAL";674060
07/2019;"TRANSPORTE 11 DE JUNIO S.R.L.";387605
07/2019;"TRANSPORTE AUTOMOTORES LA PLATA SA";2440514
07/2019;"TRANSPORTE DEL SUR S.R.L.";591806
07/2019;"TRANSPORTE ESCALADA S.A.T.";833487
07/2019;"TRANSPORTE IDEAL SAN JUSTO S.A.";3147542
07/2019;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";542554
07/2019;"TRANSPORTE LA UNION SA";1009599
07/2019;"TRANSPORTE LARRAZABAL C.I.S.A.";3711621
07/2019;"TRANSPORTE NUEVE DE JULIO SAC.";705885
07/2019;"TRANSPORTE SAPEM";343027
07/2019;"TRANSPORTES 1º SEPTIEMBRE S.A.";601416
07/2019;"TRANSPORTES 270 S.A.";713829
07/2019;"TRANSPORTES ALMIRANTE BROWN S.A.";1194798
07/2019;"TRANSPORTES ATLANTIDA S.A.C.";1591689
07/2019;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";913185
07/2019;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2286833
07/2019;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2416543
07/2019;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1295077
07/2019;"TRANSPORTES COLEGIALES S.A.C.I.";802421
07/2019;"TRANSPORTES DEL TEJAR S.A.";894769
07/2019;"TRANSPORTES LA PERLITA S.A.";8027423
07/2019;"TRANSPORTES LINEA 123 S.A.C.I.";338048
07/2019;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3017196
07/2019;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1275532
07/2019;"TRANSPORTES QUIRNO COSTA S.A.C.I.";722549
07/2019;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2101566
07/2019;"TRANSPORTES SAN CAYETANO S.A.C.";367651
07/2019;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1531785
07/2019;"TRANSPORTES SANTA FE S.A.C.I.";1492809
07/2019;"TRANSPORTES SESENTA Y OCHO S.R.L.";1322236
07/2019;"TRANSPORTES SOL DE MAYO C.I.S.A.";645224
07/2019;"TRANSPORTES SUR-NOR C.I.S.A.";1690316
07/2019;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2336473
07/2019;"TRANSPORTES VILLA BOSCH SAC el";773104
07/2019;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";692191
07/2019;"UNION PLATENSE SRL";2921506
07/2019;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";992974
07/2019;"UNION TRANSPORTISTAS DE EMPRESAS SA";667612
07/2019;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";426827
07/2019;"UTENOR SA L 722";166607
07/2019;"VUELTA DE ROCHA S.A.T.C.I.";855860
07/2019;"YITOS S.A.";2325415
06/2019;"17 DE AGOSTO S.A.";775397
06/2019;"4 DE SEPTIEMBRE S.A.T.C.P.";1139811
06/2019;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";3612342
06/2019;"ALMAFUERTE S.A.T.A.C.I.";856791
06/2019;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";916234
06/2019;"AUTOBUSES BUENOS AIRES SRL";1353878
06/2019;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4558596
06/2019;"BERNARDINO RIVADAVIA S.A.T.A.";1662475
06/2019;"BUENOS AIRES BUS SOCIEDAD ANONIMA";297311
06/2019;"BUS DEL OESTE S.A.";340026
06/2019;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1067153
06/2019;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";983139
06/2019;"CIA LA PAZ AMADOR MOURE SACIFIYA";746563
06/2019;"COLECTIVEROS UNIDOS S.A.";1464703
06/2019;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";3663545
06/2019;"COMPAÑIA ISLEÑA S.R.L.";3730534
06/2019;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1667194
06/2019;"COMPAÑIA NOROESTE S.A.T.";2610892
06/2019;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";479804
06/2019;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";65288
06/2019;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";4005376
06/2019;"D.U.V.I. SOCIEDAD ANONIMA";831718
06/2019;"EL NUEVO HALCON S.A.";2008551
06/2019;"EL PUENTE S.A.T.";1612543
06/2019;"EL URBANO SRL";166206
06/2019;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";953380
06/2019;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1214133
06/2019;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1162065
06/2019;"EMPRESA 501 SA";1429339
06/2019;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";591843
06/2019;"EMPRESA CINCO DE AGOSTO S.R.L.";277847
06/2019;"EMPRESA CIUDAD DE SAN FERNANDO SA";2214072
06/2019;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2371094
06/2019;"EMPRESA DE TRANSPORTE DEL SUR SRL";2295965
06/2019;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";869399
06/2019;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1436633
06/2019;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";36350
06/2019;"EMPRESA DEL OESTE SAT";3136054
06/2019;"EMPRESA J.M. EZEIZA S.R.L.";1380413
06/2019;"EMPRESA LINEA 216 S.A.T.";8192580
06/2019;"EMPRESA LINEA SIETE SAT";958787
06/2019;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";329303
06/2019;"EMPRESA MONTE GRANDE S.A. LINEA 501";3266958
06/2019;"EMPRESA NUEVE DE JULIO S.A.T.";1909713
06/2019;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2271266
06/2019;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";399905
06/2019;"EMRESA MONTERREY S.R.L.";150780
06/2019;"ERSA URBANO";1748355
06/2019;"EXPRESO EMPALME LOBOS S.R.L.";56667
06/2019;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1527833
06/2019;"EXPRESO GENERAL SARMIENTO S.A.";3205049
06/2019;"EXPRESO LA PLATA BUENOS AIRES S.A.";939206
06/2019;"EXPRESO NUEVE DE JULIO S.A.";1215687
06/2019;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";1896636
06/2019;"EXPRESO QUILMES S.A.";1712865
06/2019;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1156218
06/2019;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";3414721
06/2019;"EXPRESO VILLA NUEVA S.A.";1539305
06/2019;"FERROVIAS S.A.";2137807
06/2019;"FUERTE BARRAGAN S.A.T.I.C.I.";1004195
06/2019;"GENERAL PUEYRREDON S.A.T.C.I.";993087
06/2019;"GENERAL TOMAS GUIDO S.A.C.I.F.";4299073
06/2019;"GRUPO LINEA 179 S.A.";402705
06/2019;"INTERISLEÑA S.A.C.I.";1011
06/2019;"JUAN B. JUSTO S.A.T.C.I.";1178121
06/2019;"LA CABAÑA S.A.";5719741
06/2019;"LA CENTRAL DE ESCOBAR SA";1518505
06/2019;"LA CENTRAL DE VICENTE LOPEZ S.A.";3018969
06/2019;"LA FLOR DE LUJAN SRL";13620
06/2019;"LA NUEVA METROPOL S.A.";3920527
06/2019;"LA PRIMERA DE GRAND BOURG S.A.";4044108
06/2019;"LA PRIMERA DE LA ESCONDIDA SRL";110603
06/2019;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";285935
06/2019;"LA PRIMERA DE MARTINEZ S.A";1185560
06/2019;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2069072
06/2019;"LIBERTADOR SAN MARTIN SAT";1272949
06/2019;"LINEA 10 S.A.";713353
06/2019;"LINEA 17 S.A.";1120039
06/2019;"LINEA 213 S.A. DE TRANSPORTE";1338608
06/2019;"LINEA 22 S.A.";570180
06/2019;"LINEA 71 S.A.";1235403
06/2019;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";793038
06/2019;"LINEA EXPRESO LINIERS S.A.I.Y C.";574083
06/2019;"LINEA SESENTA SA";880959
06/2019;"LOS CONSTITUYENTES S.A.T.";2773879
06/2019;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1142050
06/2019;"MAYO S.A.T.A.";780901
06/2019;METROVIAS;26327824
06/2019;"METROVIAS S.A. (URQUIZA)";2161634
06/2019;"MICRO OMNIBUS AVENIDA S.A.";893842
06/2019;"MICRO OMNIBUS ESTE S.A";646547
06/2019;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2459510
06/2019;"MICRO OMNIBUS GRAL PACHECO SRL";1045613
06/2019;"MICRO OMNIBUS MITRE S.A.";1652754
06/2019;"MICRO OMNIBUS NORTE S.A.";2483664
06/2019;"MICRO OMNIBUS O´HIGGINS S.A.T.";524391
06/2019;"MICRO OMNIBUS PRIMERA JUNTA S.A";2862506
06/2019;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4397728
06/2019;"MICRO OMNIBUS SUR S.A.C.";1450032
06/2019;"MICRO OMNIBUS TIGRE S.A.";2568973
06/2019;"MICROEXPRES S.A.";164833
06/2019;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";646766
06/2019;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";1862574
06/2019;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";893591
06/2019;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1158554
06/2019;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";10928
06/2019;"NACION SERVICIOS S.A.";347168
06/2019;"NUDO S.A.";2511342
06/2019;"NUEVO IDEAL S.A.";2982921
06/2019;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1598054
06/2019;"PILAR BUS S.A";727979
06/2019;"ROCARAZA S.A.";1829995
06/2019;"RUTA BUS S.A.";1060794
06/2019;"SAN VICENTE S.A. DE TRANSPORTES";3756065
06/2019;"SARGENTO CABRAL S.A.DE TRANSPORTE";2355489
06/2019;"SERGIO A. RIVAS S.R.L";101332
06/2019;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1425987
06/2019;"SOFSE - Belgrano Sur";1341332
06/2019;"SOFSE - Mitre";4604258
06/2019;"SOFSE - Roca";13477820
06/2019;"SOFSE - San Martin";2162337
06/2019;"SOFSE- SARMIENTO";7318688
06/2019;"SOFSE- TREN DE LA COSTA";43090
06/2019;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";804952
06/2019;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";514964
06/2019;"TRANSP. SGTO. CABRAL";636191
06/2019;"TRANSPORTE 11 DE JUNIO S.R.L.";359457
06/2019;"TRANSPORTE AUTOMOTORES LA PLATA SA";2354645
06/2019;"TRANSPORTE DEL SUR S.R.L.";567581
06/2019;"TRANSPORTE ESCALADA S.A.T.";792524
06/2019;"TRANSPORTE IDEAL SAN JUSTO S.A.";2985810
06/2019;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";524997
06/2019;"TRANSPORTE LA UNION SA";1044450
06/2019;"TRANSPORTE LARRAZABAL C.I.S.A.";3534226
06/2019;"TRANSPORTE NUEVE DE JULIO SAC.";690280
06/2019;"TRANSPORTE SAPEM";347168
06/2019;"TRANSPORTES 1º SEPTIEMBRE S.A.";547960
06/2019;"TRANSPORTES 270 S.A.";688750
06/2019;"TRANSPORTES ALMIRANTE BROWN S.A.";1081952
06/2019;"TRANSPORTES ATLANTIDA S.A.C.";1483360
06/2019;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";862285
06/2019;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2216796
06/2019;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2313039
06/2019;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1224810
06/2019;"TRANSPORTES COLEGIALES S.A.C.I.";796019
06/2019;"TRANSPORTES DEL TEJAR S.A.";830727
06/2019;"TRANSPORTES LA PERLITA S.A.";7454095
06/2019;"TRANSPORTES LINEA 123 S.A.C.I.";323871
06/2019;"TRANSPORTES LOPE DE VEGA S.A.C.I.";2850355
06/2019;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1213247
06/2019;"TRANSPORTES QUIRNO COSTA S.A.C.I.";695695
06/2019;"TRANSPORTES RIO GRANDE S.A.C.I.F.";1978308
06/2019;"TRANSPORTES SAN CAYETANO S.A.C.";349398
06/2019;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1482598
06/2019;"TRANSPORTES SANTA FE S.A.C.I.";1420018
06/2019;"TRANSPORTES SESENTA Y OCHO S.R.L.";1236860
06/2019;"TRANSPORTES SOL DE MAYO C.I.S.A.";602388
06/2019;"TRANSPORTES SUR-NOR C.I.S.A.";1585006
06/2019;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2360817
06/2019;"TRANSPORTES VILLA BOSCH SAC el";745669
06/2019;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";659108
06/2019;"UNION PLATENSE SRL";2972548
06/2019;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";955888
06/2019;"UNION TRANSPORTISTAS DE EMPRESAS SA";618163
06/2019;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";394256
06/2019;"UTENOR SA L 722";151149
06/2019;"VUELTA DE ROCHA S.A.T.C.I.";764800
06/2019;"YITOS S.A.";2154728
05/2019;"17 DE AGOSTO S.A.";835772
05/2019;"4 DE SEPTIEMBRE S.A.T.C.P.";1262076
05/2019;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";3808824
05/2019;"ALMAFUERTE S.A.T.A.C.I.";937048
05/2019;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";1024307
05/2019;"AUTOBUSES BUENOS AIRES SRL";1504419
05/2019;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4874343
05/2019;"BERNARDINO RIVADAVIA S.A.T.A.";1819054
05/2019;"BUENOS AIRES BUS SOCIEDAD ANONIMA";341576
05/2019;"BUS DEL OESTE S.A.";380258
05/2019;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1208992
05/2019;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";1043023
05/2019;"CIA LA PAZ AMADOR MOURE SACIFIYA";866579
05/2019;"COLECTIVEROS UNIDOS S.A.";1575615
05/2019;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";4047488
05/2019;"COMPAÑIA ISLEÑA S.R.L.";4140426
05/2019;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI";1834134
05/2019;"COMPAÑIA NOROESTE S.A.T.";2868915
05/2019;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";541434
05/2019;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA";79175
05/2019;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR";4420995
05/2019;"D.U.V.I. SOCIEDAD ANONIMA";891806
05/2019;"EL NUEVO HALCON S.A.";2155872
05/2019;"EL PUENTE S.A.T.";1739929
05/2019;"EL URBANO SRL";195061
05/2019;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.";1069661
05/2019;"EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.";1318083
05/2019;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.";1247378
05/2019;"EMPRESA 501 SA";1565360
05/2019;"EMPRESA ANTARTIDA ARGENTINA S.A.T.";659743
05/2019;"EMPRESA CINCO DE AGOSTO S.R.L.";302397
05/2019;"EMPRESA CIUDAD DE SAN FERNANDO SA";2437299
05/2019;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A";2552804
05/2019;"EMPRESA DE TRANSPORTE DEL SUR SRL";2556038
05/2019;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";955483
05/2019;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";1591565
05/2019;"EMPRESA DE TRANSPORTES SANTA RITA  SRL";42571
05/2019;"EMPRESA DEL OESTE SAT";3425421
05/2019;"EMPRESA J.M. EZEIZA S.R.L.";1544020
05/2019;"EMPRESA LINEA 216 S.A.T.";8904252
05/2019;"EMPRESA LINEA SIETE SAT";1086199
05/2019;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL";369334
05/2019;"EMPRESA MONTE GRANDE S.A. LINEA 501";3590887
05/2019;"EMPRESA NUEVE DE JULIO S.A.T.";2153268
05/2019;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.";2545607
05/2019;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.";435617
05/2019;"EMRESA MONTERREY S.R.L.";162282
05/2019;"ERSA URBANO";1905049
05/2019;"EXPRESO EMPALME LOBOS S.R.L.";62970
05/2019;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";1616355
05/2019;"EXPRESO GENERAL SARMIENTO S.A.";3471115
05/2019;"EXPRESO LA PLATA BUENOS AIRES S.A.";1052071
05/2019;"EXPRESO LOMAS S.A.";10
05/2019;"EXPRESO NUEVE DE JULIO S.A.";1354564
05/2019;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";2066082
05/2019;"EXPRESO QUILMES S.A.";1864748
05/2019;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1239442
05/2019;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";3719680
05/2019;"EXPRESO VILLA NUEVA S.A.";1704782
05/2019;"FERROVIAS S.A.";2471963
05/2019;"FUERTE BARRAGAN S.A.T.I.C.I.";1127104
05/2019;"GENERAL PUEYRREDON S.A.T.C.I.";1085530
05/2019;"GENERAL TOMAS GUIDO S.A.C.I.F.";4785023
05/2019;"GRUPO LINEA 179 S.A.";462725
05/2019;"INTERISLEÑA S.A.C.I.";835
05/2019;"JUAN B. JUSTO S.A.T.C.I.";1273529
05/2019;"LA CABAÑA S.A.";6268505
05/2019;"LA CENTRAL DE ESCOBAR SA";1652700
05/2019;"LA CENTRAL DE VICENTE LOPEZ S.A.";3187228
05/2019;"LA FLOR DE LUJAN SRL";19035
05/2019;"LA NUEVA METROPOL S.A.";4242791
05/2019;"LA PRIMERA DE GRAND BOURG S.A.";4401041
05/2019;"LA PRIMERA DE LA ESCONDIDA SRL";121493
05/2019;"LA PRIMERA DE MALVINAS ARGENTINAS UTE";331963
05/2019;"LA PRIMERA DE MARTINEZ S.A";1316521
05/2019;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS";2299898
05/2019;"LIBERTADOR SAN MARTIN SAT";1358656
05/2019;"LINEA 10 S.A.";810815
05/2019;"LINEA 17 S.A.";1233918
05/2019;"LINEA 213 S.A. DE TRANSPORTE";1448500
05/2019;"LINEA 22 S.A.";627809
05/2019;"LINEA 71 S.A.";1341250
05/2019;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.";871309
05/2019;"LINEA EXPRESO LINIERS S.A.I.Y C.";638295
05/2019;"LINEA SESENTA SA";975452
05/2019;"LOS CONSTITUYENTES S.A.T.";3023795
05/2019;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR";1229367
05/2019;"MAYO S.A.T.A.";831263
05/2019;METROVIAS;29364056
05/2019;"METROVIAS S.A. (URQUIZA)";2471673
05/2019;"MICRO OMNIBUS AVENIDA S.A.";976196
05/2019;"MICRO OMNIBUS ESTE S.A";714154
05/2019;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";2723061
05/2019;"MICRO OMNIBUS GRAL PACHECO SRL";1153985
05/2019;"MICRO OMNIBUS MITRE S.A.";1794736
05/2019;"MICRO OMNIBUS NORTE S.A.";2610038
05/2019;"MICRO OMNIBUS O´HIGGINS S.A.T.";584792
05/2019;"MICRO OMNIBUS PRIMERA JUNTA S.A";3164820
05/2019;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";4778696
05/2019;"MICRO OMNIBUS SUR S.A.C.";1559717
05/2019;"MICRO OMNIBUS TIGRE S.A.";2848042
05/2019;"MICROEXPRES S.A.";189347
05/2019;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A.";712055
05/2019;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I";2044698
05/2019;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1021260
05/2019;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";1285896
05/2019;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE";9077
05/2019;"NACION SERVICIOS S.A.";399885
05/2019;"NUDO S.A.";2765324
05/2019;"NUEVO IDEAL S.A.";3298768
05/2019;"NUEVOS RUMBOS S.A.T.A.C.I.F.I.";1772320
05/2019;"PILAR BUS S.A";802383
05/2019;"ROCARAZA S.A.";2029816
05/2019;"RUTA BUS S.A.";1194943
05/2019;"SAN VICENTE S.A. DE TRANSPORTES";4088456
05/2019;"SARGENTO CABRAL S.A.DE TRANSPORTE";2521563
05/2019;"SERGIO A. RIVAS S.R.L";111292
05/2019;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1536289
05/2019;"SOFSE - Belgrano Sur";1509640
05/2019;"SOFSE - Mitre";4822860
05/2019;"SOFSE - Roca";15185250
05/2019;"SOFSE - San Martin";2382559
05/2019;"SOFSE- SARMIENTO";7873075
05/2019;"SOFSE- TREN DE LA COSTA";46965
05/2019;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";890475
05/2019;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.";570008
05/2019;"TRANSP. SGTO. CABRAL";707539
05/2019;"TRANSPORTE 11 DE JUNIO S.R.L.";403967
05/2019;"TRANSPORTE AUTOMOTORES LA PLATA SA";2527957
05/2019;"TRANSPORTE DEL SUR S.R.L.";621892
05/2019;"TRANSPORTE ESCALADA S.A.T.";893592
05/2019;"TRANSPORTE IDEAL SAN JUSTO S.A.";3342706
05/2019;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";576607
05/2019;"TRANSPORTE LA UNION SA";1180792
05/2019;"TRANSPORTE LARRAZABAL C.I.S.A.";3842915
05/2019;"TRANSPORTE NUEVE DE JULIO SAC.";763578
05/2019;"TRANSPORTE SAPEM";399885
05/2019;"TRANSPORTES 1º SEPTIEMBRE S.A.";619821
05/2019;"TRANSPORTES 270 S.A.";742375
05/2019;"TRANSPORTES ALMIRANTE BROWN S.A.";1167670
05/2019;"TRANSPORTES ATLANTIDA S.A.C.";1601033
05/2019;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";912807
05/2019;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2441260
05/2019;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2539595
05/2019;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1404336
05/2019;"TRANSPORTES COLEGIALES S.A.C.I.";858802
05/2019;"TRANSPORTES DEL TEJAR S.A.";909984
05/2019;"TRANSPORTES LA PERLITA S.A.";8339578
05/2019;"TRANSPORTES LINEA 123 S.A.C.I.";346813
05/2019;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3123298
05/2019;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1305786
05/2019;"TRANSPORTES QUIRNO COSTA S.A.C.I.";763548
05/2019;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2151798
05/2019;"TRANSPORTES SAN CAYETANO S.A.C.";383728
05/2019;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1625756
05/2019;"TRANSPORTES SANTA FE S.A.C.I.";1554814
05/2019;"TRANSPORTES SESENTA Y OCHO S.R.L.";1369261
05/2019;"TRANSPORTES SOL DE MAYO C.I.S.A.";654610
05/2019;"TRANSPORTES SUR-NOR C.I.S.A.";1712411
05/2019;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2600672
05/2019;"TRANSPORTES VILLA BOSCH SAC el";818161
05/2019;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";724952
05/2019;"UNION PLATENSE SRL";3309156
05/2019;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.";1030710
05/2019;"UNION TRANSPORTISTAS DE EMPRESAS SA";664762
05/2019;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";438944
05/2019;"UTENOR SA L 722";173100
05/2019;"VUELTA DE ROCHA S.A.T.C.I.";827413
05/2019;"YITOS S.A.";2395891
04/2019;"17 DE AGOSTO S.A.";793179
04/2019;"4 DE SEPTIEMBRE S.A.T.C.P.";1199942
04/2019;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";3808237
04/2019;"ALMAFUERTE S.A.T.A.C.I.";930909
04/2019;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT";954753
04/2019;"AUTOBUSES BUENOS AIRES SRL";1328567
04/2019;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";4790438
04/2019;"BERNARDINO RIVADAVIA S.A.T.A.";1671624
04/2019;"BUENOS AIRES BUS SOCIEDAD ANONIMA";326137
04/2019;"BUS DEL OESTE S.A.";347599
04/2019;"CARDENAS S.A. EMPRESA DE TRANSPORTES";1134547
04/2019;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";990492
