anio;LINEA;TOTAL
08/2019;"SARMIENTO MERLO - LOBOS";126350
07/2019;"FFCC BELGRANO NORTE";2296665
07/2019;"FFCC BELGRANO SUR";1520867
07/2019;"FFCC MITRE";54006
07/2019;"FFCC MITRE CAPILLA DEL SEÑOR";197
07/2019;"FFCC MITRE-SUAREZ";2315468
07/2019;"FFCC MITRE-TIGRE";2892731
07/2019;"FFCC MITRE-ZARATE";5672
07/2019;"FFCC ROCA";14842136
07/2019;"FFCC SAN MARTIN";2734905
07/2019;"FFCC SARMIENTO";7917040
07/2019;"FFCC TREN DE LA COSTA";54342
07/2019;"FFCC URQUIZA";2235210
07/2019;FFCC_ROCA_CAÑUELAS-LOBOS;1928
07/2019;FFCC_ROCA_CAÑUELAS-MONTE;2984
07/2019;FFCC_ROCA_KORN-CHASCOMUS;6875
07/2019;FFCC_ROCA_UNIVERSITARIO;23161
07/2019;"LINEA 061";315579
07/2019;"LINEA 1";367651
07/2019;"LINEA 10";757486
07/2019;"LINEA 100";1086810
07/2019;"LINEA 101";1134411
07/2019;"LINEA 102";674060
07/2019;"LINEA 103";722549
07/2019;"LINEA 105";870939
07/2019;"LINEA 106";1094583
07/2019;"LINEA 107";932750
07/2019;"LINEA 108";543092
07/2019;"LINEA 109";705885
07/2019;"LINEA 110";1062654
07/2019;"LINEA 111";667938
07/2019;"LINEA 112";1
07/2019;"LINEA 113";869079
07/2019;"LINEA 114";798943
07/2019;"LINEA 115";582934
07/2019;"LINEA 117";982157
07/2019;"LINEA 118";713706
07/2019;"LINEA 12";1496052
07/2019;"LINEA 123";338048
07/2019;"LINEA 124";790781
07/2019;"LINEA 126";1121119
07/2019;"LINEA 127";619865
07/2019;"LINEA 128";612747
07/2019;"LINEA 129";1159454
07/2019;"LINEA 130";1295077
07/2019;"LINEA 132";1655119
07/2019;"LINEA 133";692740
07/2019;"LINEA 134";746799
07/2019;"LINEA 135";768343
07/2019;"LINEA 136 BS AS";544863
07/2019;"LINEA 140";627881
07/2019;"LINEA 141";682742
07/2019;"LINEA 143";597556
07/2019;"LINEA 146";794742
07/2019;"LINEA 148";2141127
07/2019;"LINEA 15";1690316
07/2019;"LINEA 150";570097
07/2019;"LINEA 151";883445
07/2019;"LINEA 152";2417526
07/2019;"LINEA 153 BS AS";329031
07/2019;"LINEA 154";135946
07/2019;"LINEA 158";451621
07/2019;"LINEA 159";2073841
07/2019;"LINEA 160";1493903
07/2019;"LINEA 161";1384301
07/2019;"LINEA 163 BS AS";381202
07/2019;"LINEA 166";1177522
07/2019;"LINEA 168";1218584
07/2019;"LINEA 169";467896
07/2019;"LINEA 17";1152071
07/2019;"LINEA 172";511001
07/2019;"LINEA 174 BS AS";742739
07/2019;"LINEA 175";365591
07/2019;"LINEA 176";1993486
07/2019;"LINEA 177";729162
07/2019;"LINEA 178";1348699
07/2019;"LINEA 179";458788
07/2019;"LINEA 180";1759429
07/2019;"LINEA 181";692191
07/2019;"LINEA 182";1079110
07/2019;"LINEA 184";494807
07/2019;"LINEA 185";333354
07/2019;"LINEA 188";867355
07/2019;"LINEA 19";634722
07/2019;"LINEA 193";153806
07/2019;"LINEA 194";631682
07/2019;"LINEA 195";299090
07/2019;"LINEA 2";839135
07/2019;"LINEA 20";396317
07/2019;"LINEA 200";98605
07/2019;"LINEA 202";1009599
07/2019;"LINEA 203";3581474
07/2019;"LINEA 204";217126
07/2019;"LINEA 204B";174380
07/2019;"LINEA 205";347239
07/2019;"LINEA 21";2084776
07/2019;"LINEA 214";559608
07/2019;"LINEA 215";183281
07/2019;"LINEA 218";896837
07/2019;"LINEA 219";663589
07/2019;"LINEA 22";613811
07/2019;"LINEA 222";124740
07/2019;"LINEA 225";37814
07/2019;"LINEA 228 B";219910
07/2019;"LINEA 228A";25970
07/2019;"LINEA 228C";213234
07/2019;"LINEA 228E";249797
07/2019;"LINEA 228F";335748
07/2019;"LINEA 23";329503
07/2019;"LINEA 236";2551775
07/2019;"LINEA 237A";1530485
07/2019;"LINEA 238";509320
07/2019;"LINEA 239A";476016
07/2019;"LINEA 239B";215150
07/2019;"LINEA 24";1219331
07/2019;"LINEA 242";2227457
07/2019;"LINEA 244";286848
07/2019;"LINEA 245";188959
07/2019;"LINEA 247";1259653
07/2019;"LINEA 25";545787
07/2019;"LINEA 252";542554
07/2019;"LINEA 253 BS AS";55393
07/2019;"LINEA 257";1016406
07/2019;"LINEA 26";811294
07/2019;"LINEA 263A";248075
07/2019;"LINEA 263B";369096
07/2019;"LINEA 264";426751
07/2019;"LINEA 266";1991294
07/2019;"LINEA 269";1631146
07/2019;"LINEA 271";875551
07/2019;"LINEA 273";1132108
07/2019;"LINEA 275";692355
07/2019;"LINEA 276";1001806
07/2019;"LINEA 277";231763
07/2019;"LINEA 278";1213484
07/2019;"LINEA 28";2344588
07/2019;"LINEA 281";481243
07/2019;"LINEA 283";850888
07/2019;"LINEA 284";238317
07/2019;"LINEA 288";415976
07/2019;"LINEA 289";549916
07/2019;"LINEA 29";1005287
07/2019;"LINEA 291";661835
07/2019;"LINEA 293A";414128
07/2019;"LINEA 293B";280208
07/2019;"LINEA 295";552688
07/2019;"LINEA 297";414722
07/2019;"LINEA 298";756251
07/2019;"LINEA 299";539621
07/2019;"LINEA 300";526942
07/2019;"LINEA 302";544826
07/2019;"LINEA 303";822267
07/2019;"LINEA 304";1021862
07/2019;"LINEA 306";1486346
07/2019;"LINEA 307";984466
07/2019;"LINEA 31";1110675
07/2019;"LINEA 310";182264
07/2019;"LINEA 311";763496
07/2019;"LINEA 312";495608
07/2019;"LINEA 313";82468
07/2019;"LINEA 314";1206637
07/2019;"LINEA 315";641507
07/2019;"LINEA 317 BS AS";589759
07/2019;"LINEA 318";1791043
07/2019;"LINEA 32";394322
07/2019;"LINEA 320";143336
07/2019;"LINEA 321 BS AS";200956
07/2019;"LINEA 322 BS AS";422091
07/2019;"LINEA 323";623801
07/2019;"LINEA 324";2400623
07/2019;"LINEA 325";340347
07/2019;"LINEA 326";366793
07/2019;"LINEA 327";559289
07/2019;"LINEA 328";773104
07/2019;"LINEA 329";392677
07/2019;"LINEA 33";1194798
07/2019;"LINEA 333A";478067
07/2019;"LINEA 336";156187
07/2019;"LINEA 338";1684093
07/2019;"LINEA 34";1256626
07/2019;"LINEA 341";1256414
07/2019;"LINEA 343";1171338
07/2019;"LINEA 350";581396
07/2019;"LINEA 354";913185
07/2019;"LINEA 355";54797
07/2019;"LINEA 36";144354
07/2019;"LINEA 365";2509950
07/2019;"LINEA 37";1159949
07/2019;"LINEA 370";298245
07/2019;"LINEA 371";992032
07/2019;"LINEA 372";166995
07/2019;"LINEA 373";434157
07/2019;"LINEA 378";1158305
07/2019;"LINEA 379";33744
07/2019;"LINEA 382";590462
07/2019;"LINEA 383";541098
07/2019;"LINEA 384";211570
07/2019;"LINEA 385";396507
07/2019;"LINEA 386";125184
07/2019;"LINEA 388";145186
07/2019;"LINEA 39";1492809
07/2019;"LINEA 390";286464
07/2019;"LINEA 391";751545
07/2019;"LINEA 392";177784
07/2019;"LINEA 394";591413
07/2019;"LINEA 395";542616
07/2019;"LINEA 4";645224
07/2019;"LINEA 403";25218
07/2019;"LINEA 404";812265
07/2019;"LINEA 405";458072
07/2019;"LINEA 406";756421
07/2019;"LINEA 407";426488
07/2019;"LINEA 41";1109534
07/2019;"LINEA 410";262668
07/2019;"LINEA 414";41965
07/2019;"LINEA 418";67459
07/2019;"LINEA 42";802421
07/2019;"LINEA 421";81491
07/2019;"LINEA 422";790772
07/2019;"LINEA 429";49330
07/2019;"LINEA 430";97090
07/2019;"LINEA 435";88378
07/2019;"LINEA 436";122284
07/2019;"LINEA 437";343786
07/2019;"LINEA 44";771472
07/2019;"LINEA 440";2685174
07/2019;"LINEA 441";489362
07/2019;"LINEA 443";35524
07/2019;"LINEA 443A";246632
07/2019;"LINEA 445";216498
07/2019;"LINEA 448";1329584
07/2019;"LINEA 449";566238
07/2019;"LINEA 45";866383
07/2019;"LINEA 452 LANCHAS";1131
07/2019;"LINEA 46";667612
07/2019;"LINEA 461";91627
07/2019;"LINEA 462";67125
07/2019;"LINEA 463";517389
07/2019;"LINEA 464";308684
07/2019;"LINEA 47";776997
07/2019;"LINEA 49";314661
07/2019;"LINEA 5";854892
07/2019;"LINEA 50";697737
07/2019;"LINEA 500";1279458
07/2019;"LINEA 500B";37266
07/2019;"LINEA 500C";69270
07/2019;"LINEA 500D";1412431
07/2019;"LINEA 500H";158172
07/2019;"LINEA 501 A";1459576
07/2019;"LINEA 501B";411261
07/2019;"LINEA 501C";2588677
07/2019;"LINEA 501D";52936
07/2019;"LINEA 501E";94035
07/2019;"LINEA 501F";193384
07/2019;"LINEA 501G";4575490
07/2019;"LINEA 501H";43110
07/2019;"LINEA 501I";310772
07/2019;"LINEA 502";9597
07/2019;"LINEA 502 SUR";329635
07/2019;"LINEA 502A";6100
07/2019;"LINEA 502B";45192
07/2019;"LINEA 503";119895
07/2019;"LINEA 503 B";410076
07/2019;"LINEA 503 ESTE";922516
07/2019;"LINEA 503 ESTE LA PLATA";166727
07/2019;"LINEA 503A BS AS";992974
07/2019;"LINEA 503C";77745
07/2019;"LINEA 503E";79759
07/2019;"LINEA 503H";99474
07/2019;"LINEA 504 ITUZAINGO";18639
07/2019;"LINEA 504A";1757688
07/2019;"LINEA 504B";38807
07/2019;"LINEA 504C";138557
07/2019;"LINEA 505 AMBA ALMIRANTE BROWN";528139
07/2019;"LINEA 505 D";367336
07/2019;"LINEA 505A";2482
07/2019;"LINEA 505C";29560
07/2019;"LINEA 506";164458
07/2019;"LINEA 506 AMBA ALMIRANTE BROWN";893427
07/2019;"LINEA 506A";156664
07/2019;"LINEA 506B";3492
07/2019;"LINEA 506F";290819
07/2019;"LINEA 507";102931
07/2019;"LINEA 507B";58925
07/2019;"LINEA 508";126952
07/2019;"LINEA 508A";129494
07/2019;"LINEA 508C";33214
07/2019;"LINEA 509";118138
07/2019;"LINEA 509C";90889
07/2019;"LINEA 509D";44140
07/2019;"LINEA 51";810180
07/2019;"LINEA 510A";158078
07/2019;"LINEA 510B";781574
07/2019;"LINEA 511";162575
07/2019;"LINEA 511A";194
07/2019;"LINEA 511B";357421
07/2019;"LINEA 512";63994
07/2019;"LINEA 513";821
07/2019;"LINEA 513A";194549
07/2019;"LINEA 514";971657
07/2019;"LINEA 514BA";806
07/2019;"LINEA 515";591806
07/2019;"LINEA 518";1168865
07/2019;"LINEA 518 LA PLATA";29828
07/2019;"LINEA 520A";659729
07/2019;"LINEA 520B";476419
07/2019;"LINEA 520C";361552
07/2019;"LINEA 521 A";230174
07/2019;"LINEA 521 AMBA ALMIRANTE BROWN";54545
07/2019;"LINEA 522";41921
07/2019;"LINEA 523";190832
07/2019;"LINEA 524";295045
07/2019;"LINEA 526";445736
07/2019;"LINEA 527";133876
07/2019;"LINEA 53";1357556
07/2019;"LINEA 540 BSAS";571493
07/2019;"LINEA 541";516451
07/2019;"LINEA 542";9054
07/2019;"LINEA 543";723188
07/2019;"LINEA 544";505913
07/2019;"LINEA 548";333511
07/2019;"LINEA 549";92725
07/2019;"LINEA 55";920396
07/2019;"LINEA 550 BSAS";283706
07/2019;"LINEA 551";2322
07/2019;"LINEA 552 BSAS";328637
07/2019;"LINEA 553 BSAS";365188
07/2019;"LINEA 56";498154
07/2019;"LINEA 561";148995
07/2019;"LINEA 561B";34551
07/2019;"LINEA 562";338143
07/2019;"LINEA 564";400404
07/2019;"LINEA 57";1279691
07/2019;"LINEA 570";380507
07/2019;"LINEA 580";183537
07/2019;"LINEA 582";420945
07/2019;"LINEA 583";321428
07/2019;"LINEA 584";297590
07/2019;"LINEA 585";692725
07/2019;"LINEA 586";45384
07/2019;"LINEA 59";2007013
07/2019;"LINEA 6";377924
07/2019;"LINEA 60";2636325
07/2019;"LINEA 603";582621
07/2019;"LINEA 619";337077
07/2019;"LINEA 62";318386
07/2019;"LINEA 620";2578947
07/2019;"LINEA 621";928212
07/2019;"LINEA 622";1045118
07/2019;"LINEA 624";902714
07/2019;"LINEA 628";121547
07/2019;"LINEA 63";863219
07/2019;"LINEA 630";450884
07/2019;"LINEA 634";495325
07/2019;"LINEA 635 BS AS";266161
07/2019;"LINEA 64";855860
07/2019;"LINEA 65";834033
07/2019;"LINEA 67";894769
07/2019;"LINEA 670";1087244
07/2019;"LINEA 68";1322236
07/2019;"LINEA 6JUL";61249
07/2019;"LINEA 7";534757
07/2019;"LINEA 70";713829
07/2019;"LINEA 707";1353275
07/2019;"LINEA 71";1284524
07/2019;"LINEA 710";687835
07/2019;"LINEA 720";1707196
07/2019;"LINEA 721";1094074
07/2019;"LINEA 722";166607
07/2019;"LINEA 723";426827
07/2019;"LINEA 74";397398
07/2019;"LINEA 740";931925
07/2019;"LINEA 741";424962
07/2019;"LINEA 749";1000440
07/2019;"LINEA 75";241506
07/2019;"LINEA 76";769927
07/2019;"LINEA 78";823152
07/2019;"LINEA 79";614208
07/2019;"LINEA 8";917171
07/2019;"LINEA 80";1275532
07/2019;"LINEA 84";613952
07/2019;"LINEA 85";1506146
07/2019;"LINEA 86";730913
07/2019;"LINEA 87";786026
07/2019;"LINEA 88";603691
07/2019;"LINEA 9";856354
07/2019;"LINEA 90";347477
07/2019;"LINEA 91";980772
07/2019;"LINEA 92";1256637
07/2019;"LINEA 93";601416
07/2019;"LINEA 95";610128
07/2019;"LINEA 96";1538737
07/2019;"LINEA 97";354487
07/2019;"LINEA 98";1770529
07/2019;"LINEA A";6210767
07/2019;"LINEA B";7155649
07/2019;"LINEA C";4366539
07/2019;"LINEA D";6357263
07/2019;"LINEA E";2119521
07/2019;"LINEA H";2775717
07/2019;"LINEA OESTE";1596686
07/2019;"LINEA PREMETRO";60358
07/2019;LINEA_099;455439
07/2019;"LINEA_NORTE MUNICIPAL";471144
07/2019;MATIENZO-CEMENTERIO;10352
07/2019;"PARQUE-TOMAS JOFRE";1097
07/2019;"SARMIENTO DIESEL MORENO - MERCEDES";3434
07/2019;"SARMIENTO MERLO - LOBOS";118451
06/2019;"FFCC BELGRANO NORTE";2137807
06/2019;"FFCC BELGRANO SUR";1341332
06/2019;"FFCC MITRE";43036
06/2019;"FFCC MITRE CAPILLA DEL SEÑOR";1734
06/2019;"FFCC MITRE-SUAREZ";2108036
06/2019;"FFCC MITRE-TIGRE";2446823
06/2019;"FFCC MITRE-ZARATE";4629
06/2019;"FFCC ROCA";13438076
06/2019;"FFCC SAN MARTIN";2162337
06/2019;"FFCC SARMIENTO";7208213
06/2019;"FFCC TREN DE LA COSTA";43090
06/2019;"FFCC URQUIZA";2161634
06/2019;FFCC_ROCA_CAÑUELAS-LOBOS;1692
06/2019;FFCC_ROCA_CAÑUELAS-MONTE;2579
06/2019;FFCC_ROCA_KORN-CHASCOMUS;5666
06/2019;FFCC_ROCA_UNIVERSITARIO;29807
06/2019;"LINEA 061";295634
06/2019;"LINEA 1";349398
06/2019;"LINEA 10";713353
06/2019;"LINEA 100";1034603
06/2019;"LINEA 101";1089741
06/2019;"LINEA 102";636191
06/2019;"LINEA 103";695695
06/2019;"LINEA 105";869399
06/2019;"LINEA 106";1026700
06/2019;"LINEA 107";932675
06/2019;"LINEA 108";522229
06/2019;"LINEA 109";690280
06/2019;"LINEA 110";993087
06/2019;"LINEA 111";637992
06/2019;"LINEA 113";837176
06/2019;"LINEA 114";768226
06/2019;"LINEA 115";563102
06/2019;"LINEA 117";930361
06/2019;"LINEA 118";646766
06/2019;"LINEA 12";1437288
06/2019;"LINEA 123";323871
06/2019;"LINEA 124";779508
06/2019;"LINEA 126";1067153
06/2019;"LINEA 127";592292
06/2019;"LINEA 128";577965
06/2019;"LINEA 129";1075216
06/2019;"LINEA 130";1224810
06/2019;"LINEA 132";1598054
06/2019;"LINEA 133";665407
06/2019;"LINEA 134";715333
06/2019;"LINEA 135";725474
06/2019;"LINEA 136 BS AS";514329
06/2019;"LINEA 140";604101
06/2019;"LINEA 141";639526
06/2019;"LINEA 143";576070
06/2019;"LINEA 146";796975
06/2019;"LINEA 148";2008551
06/2019;"LINEA 15";1585006
06/2019;"LINEA 150";567914
06/2019;"LINEA 151";805563
06/2019;"LINEA 152";2271266
06/2019;"LINEA 153 BS AS";294447
06/2019;"LINEA 154";125199
06/2019;"LINEA 158";425109
06/2019;"LINEA 159";1907822
06/2019;"LINEA 160";1450032
06/2019;"LINEA 161";1335302
06/2019;"LINEA 163 BS AS";371582
06/2019;"LINEA 166";1093896
06/2019;"LINEA 168";1156218
06/2019;"LINEA 169";443302
06/2019;"LINEA 17";1120039
06/2019;"LINEA 172";476354
06/2019;"LINEA 174 BS AS";713552
06/2019;"LINEA 175";349222
06/2019;"LINEA 176";1907718
06/2019;"LINEA 177";671921
06/2019;"LINEA 178";1308710
06/2019;"LINEA 179";402705
06/2019;"LINEA 180";1643017
06/2019;"LINEA 181";659108
06/2019;"LINEA 182";1056931
06/2019;"LINEA 184";478847
06/2019;"LINEA 185";321584
06/2019;"LINEA 188";820624
06/2019;"LINEA 19";612303
06/2019;"LINEA 193";178821
06/2019;"LINEA 194";581957
06/2019;"LINEA 195";267514
06/2019;"LINEA 2";804952
06/2019;"LINEA 20";369618
06/2019;"LINEA 200";92305
06/2019;"LINEA 202";1044450
06/2019;"LINEA 203";3484454
06/2019;"LINEA 204";203635
06/2019;"LINEA 204B";172234
06/2019;"LINEA 205";312994
06/2019;"LINEA 21";1848865
06/2019;"LINEA 214";588164
06/2019;"LINEA 215";202224
06/2019;"LINEA 218";847490
06/2019;"LINEA 219";645781
06/2019;"LINEA 22";570180
06/2019;"LINEA 222";124545
06/2019;"LINEA 225";33674
06/2019;"LINEA 228 B";193349
06/2019;"LINEA 228A";26011
06/2019;"LINEA 228C";201669
06/2019;"LINEA 228E";226865
06/2019;"LINEA 228F";312049
06/2019;"LINEA 23";320042
06/2019;"LINEA 236";2391429
06/2019;"LINEA 237A";1476621
06/2019;"LINEA 238";521250
06/2019;"LINEA 239A";459304
06/2019;"LINEA 239B";214100
06/2019;"LINEA 24";1162065
06/2019;"LINEA 242";2121044
06/2019;"LINEA 244";272146
06/2019;"LINEA 245";189553
06/2019;"LINEA 247";1215687
06/2019;"LINEA 25";526305
06/2019;"LINEA 252";524997
06/2019;"LINEA 253 BS AS";60498
06/2019;"LINEA 256";13620
06/2019;"LINEA 257";932703
06/2019;"LINEA 26";775397
06/2019;"LINEA 263A";239961
06/2019;"LINEA 263B";353735
06/2019;"LINEA 264";406922
06/2019;"LINEA 266";1895282
06/2019;"LINEA 269";1537136
06/2019;"LINEA 271";829670
06/2019;"LINEA 273";1154738
06/2019;"LINEA 275";704434
06/2019;"LINEA 276";945026
06/2019;"LINEA 277";230031
06/2019;"LINEA 278";1163172
06/2019;"LINEA 28";2177176
06/2019;"LINEA 281";458699
06/2019;"LINEA 283";798077
06/2019;"LINEA 284";235798
06/2019;"LINEA 288";379484
06/2019;"LINEA 289";525774
06/2019;"LINEA 29";953380
06/2019;"LINEA 291";592279
06/2019;"LINEA 293A";412411
06/2019;"LINEA 293B";271223
06/2019;"LINEA 295";524391
06/2019;"LINEA 297";420389
06/2019;"LINEA 298";718071
06/2019;"LINEA 299";522007
06/2019;"LINEA 300";506669
06/2019;"LINEA 302";501396
06/2019;"LINEA 303";774165
06/2019;"LINEA 304";973504
06/2019;"LINEA 306";1403288
06/2019;"LINEA 307";958787
06/2019;"LINEA 31";1033020
06/2019;"LINEA 310";166556
06/2019;"LINEA 311";725580
06/2019;"LINEA 312";472167
06/2019;"LINEA 313";76595
06/2019;"LINEA 314";1185560
06/2019;"LINEA 315";594434
06/2019;"LINEA 317 BS AS";567666
06/2019;"LINEA 318";1652754
06/2019;"LINEA 32";375849
06/2019;"LINEA 320";137779
06/2019;"LINEA 321 BS AS";191306
06/2019;"LINEA 322 BS AS";441339
06/2019;"LINEA 323";606139
06/2019;"LINEA 324";2318085
06/2019;"LINEA 325";332238
06/2019;"LINEA 326";367033
06/2019;"LINEA 327";514537
06/2019;"LINEA 328";745669
06/2019;"LINEA 329";352909
06/2019;"LINEA 33";1081952
06/2019;"LINEA 333A";441601
06/2019;"LINEA 336";139872
06/2019;"LINEA 338";1624139
06/2019;"LINEA 34";1178121
06/2019;"LINEA 341";1168178
06/2019;"LINEA 343";1111614
06/2019;"LINEA 350";547182
06/2019;"LINEA 354";862285
06/2019;"LINEA 355";54236
06/2019;"LINEA 36";141375
06/2019;"LINEA 365";2268244
06/2019;"LINEA 37";1139811
06/2019;"LINEA 370";283065
06/2019;"LINEA 371";938383
06/2019;"LINEA 372";160025
06/2019;"LINEA 373";418068
06/2019;"LINEA 378";1099793
06/2019;"LINEA 379";39076
06/2019;"LINEA 382";567109
06/2019;"LINEA 383";522628
06/2019;"LINEA 384";199965
06/2019;"LINEA 385";373855
06/2019;"LINEA 386";112771
06/2019;"LINEA 388";136394
06/2019;"LINEA 39";1420018
06/2019;"LINEA 390";268804
06/2019;"LINEA 391";689382
06/2019;"LINEA 392";177201
06/2019;"LINEA 394";614831
06/2019;"LINEA 395";516779
06/2019;"LINEA 4";602388
06/2019;"LINEA 403";21908
06/2019;"LINEA 404";776209
06/2019;"LINEA 405";432077
06/2019;"LINEA 406";730506
06/2019;"LINEA 407";399303
06/2019;"LINEA 41";1074142
06/2019;"LINEA 410";274322
06/2019;"LINEA 414";39235
06/2019;"LINEA 418";64146
06/2019;"LINEA 42";796019
06/2019;"LINEA 421";78321
06/2019;"LINEA 422";754536
06/2019;"LINEA 429";48338
06/2019;"LINEA 430";80096
06/2019;"LINEA 435";76733
06/2019;"LINEA 436";123267
06/2019;"LINEA 437";351984
06/2019;"LINEA 44";738459
06/2019;"LINEA 440";2570956
06/2019;"LINEA 441";472604
06/2019;"LINEA 443";41353
06/2019;"LINEA 443A";238357
06/2019;"LINEA 445";212966
06/2019;"LINEA 446";1
06/2019;"LINEA 448";1297331
06/2019;"LINEA 449";509243
06/2019;"LINEA 45";768392
06/2019;"LINEA 452 LANCHAS";1011
06/2019;"LINEA 46";618163
06/2019;"LINEA 461";92034
06/2019;"LINEA 462";70743
06/2019;"LINEA 463";485449
06/2019;"LINEA 464";295181
06/2019;"LINEA 47";793038
06/2019;"LINEA 49";297311
06/2019;"LINEA 5";807000
06/2019;"LINEA 50";655046
06/2019;"LINEA 500";1283685
06/2019;"LINEA 500B";36350
06/2019;"LINEA 500C";43890
06/2019;"LINEA 500D";1419178
06/2019;"LINEA 500H";146132
06/2019;"LINEA 501 A";1429339
06/2019;"LINEA 501B";399905
06/2019;"LINEA 501C";2462574
06/2019;"LINEA 501D";50683
06/2019;"LINEA 501E";94118
06/2019;"LINEA 501F";192005
06/2019;"LINEA 501G";4180070
06/2019;"LINEA 501H";41038
06/2019;"LINEA 501I";285935
06/2019;"LINEA 502";9441
06/2019;"LINEA 502 SUR";330653
06/2019;"LINEA 502A";5984
06/2019;"LINEA 502B";43006
06/2019;"LINEA 503";129572
06/2019;"LINEA 503 B";390236
06/2019;"LINEA 503 ESTE";911515
06/2019;"LINEA 503 ESTE LA PLATA";164833
06/2019;"LINEA 503A BS AS";955888
06/2019;"LINEA 503C";69347
06/2019;"LINEA 503E";80556
06/2019;"LINEA 503H";101332
06/2019;"LINEA 504 ITUZAINGO";20523
06/2019;"LINEA 504A";1653233
06/2019;"LINEA 504B";36940
06/2019;"LINEA 504C";140823
06/2019;"LINEA 505 AMBA ALMIRANTE BROWN";519880
06/2019;"LINEA 505 D";358484
06/2019;"LINEA 505A";3088
06/2019;"LINEA 505C";28864
06/2019;"LINEA 506";151549
06/2019;"LINEA 506 AMBA ALMIRANTE BROWN";852239
06/2019;"LINEA 506A";150780
06/2019;"LINEA 506B";3060
06/2019;"LINEA 506F";299761
06/2019;"LINEA 507";114561
06/2019;"LINEA 507B";55177
06/2019;"LINEA 508";122523
06/2019;"LINEA 508A";121832
06/2019;"LINEA 508C";28454
06/2019;"LINEA 509";110603
06/2019;"LINEA 509C";85116
06/2019;"LINEA 509D";42344
06/2019;"LINEA 51";749025
06/2019;"LINEA 510A";147962
06/2019;"LINEA 510B";727979
06/2019;"LINEA 511";160957
06/2019;"LINEA 511A";163
06/2019;"LINEA 511B";341743
06/2019;"LINEA 512";46431
06/2019;"LINEA 513";3129
06/2019;"LINEA 513A";183197
06/2019;"LINEA 514";916234
06/2019;"LINEA 514BA";2700
06/2019;"LINEA 515";567581
06/2019;"LINEA 518";1079093
06/2019;"LINEA 518 LA PLATA";27691
06/2019;"LINEA 520A";614177
06/2019;"LINEA 520B";461765
06/2019;"LINEA 520C";357889
06/2019;"LINEA 521 A";202521
06/2019;"LINEA 521 AMBA ALMIRANTE BROWN";55332
06/2019;"LINEA 522";38992
06/2019;"LINEA 523";185062
06/2019;"LINEA 524";277847
06/2019;"LINEA 526";444026
06/2019;"LINEA 527";127214
06/2019;"LINEA 53";1338608
06/2019;"LINEA 532";301320
06/2019;"LINEA 540 BSAS";449478
06/2019;"LINEA 541";491566
06/2019;"LINEA 542";311324
06/2019;"LINEA 543";604054
06/2019;"LINEA 544";480848
06/2019;"LINEA 548";329303
06/2019;"LINEA 549";103071
06/2019;"LINEA 55";856791
06/2019;"LINEA 550 BSAS";269396
06/2019;"LINEA 551";205208
06/2019;"LINEA 552 BSAS";303717
06/2019;"LINEA 553 BSAS";331287
06/2019;"LINEA 56";480525
06/2019;"LINEA 561";149112
06/2019;"LINEA 561B";30682
06/2019;"LINEA 562";326077
06/2019;"LINEA 564";381738
06/2019;"LINEA 57";1160700
06/2019;"LINEA 570";397713
06/2019;"LINEA 580";180443
06/2019;"LINEA 582";426159
06/2019;"LINEA 583";309480
06/2019;"LINEA 584";290621
06/2019;"LINEA 585";653931
06/2019;"LINEA 586";51077
06/2019;"LINEA 59";1862574
06/2019;"LINEA 6";355707
06/2019;"LINEA 60";2483664
06/2019;"LINEA 603";569282
06/2019;"LINEA 619";317528
06/2019;"LINEA 62";303823
06/2019;"LINEA 620";2415812
06/2019;"LINEA 621";853250
06/2019;"LINEA 622";980741
06/2019;"LINEA 624";870396
06/2019;"LINEA 628";116282
06/2019;"LINEA 63";825299
06/2019;"LINEA 630";426055
06/2019;"LINEA 634";465627
06/2019;"LINEA 635 BS AS";252658
06/2019;"LINEA 64";764800
06/2019;"LINEA 65";776801
06/2019;"LINEA 67";830727
06/2019;"LINEA 670";1050214
06/2019;"LINEA 68";1236860
06/2019;"LINEA 6JUL";65288
06/2019;"LINEA 7";514964
06/2019;"LINEA 70";688750
06/2019;"LINEA 707";1266622
06/2019;"LINEA 71";1235403
06/2019;"LINEA 710";655801
06/2019;"LINEA 720";1596600
06/2019;"LINEA 721";1045613
06/2019;"LINEA 722";151149
06/2019;"LINEA 723";394256
06/2019;"LINEA 74";412419
06/2019;"LINEA 740";878718
06/2019;"LINEA 741";412647
06/2019;"LINEA 749";927390
06/2019;"LINEA 75";233620
06/2019;"LINEA 76";722072
06/2019;"LINEA 78";807324
06/2019;"LINEA 79";607663
06/2019;"LINEA 8";851266
06/2019;"LINEA 80";1213247
06/2019;"LINEA 84";598823
06/2019;"LINEA 85";1425987
06/2019;"LINEA 86";652897
06/2019;"LINEA 87";736271
06/2019;"LINEA 88";564642
06/2019;"LINEA 9";806522
06/2019;"LINEA 90";336487
06/2019;"LINEA 91";922284
06/2019;"LINEA 92";1214133
06/2019;"LINEA 93";547960
06/2019;"LINEA 95";591843
06/2019;"LINEA 96";1497982
06/2019;"LINEA 97";340026
06/2019;"LINEA 98";1712865
